"battle","pubdate","DocumentURL","Title","Abstract","StoreId","ArticleType","Authors","copyright","digitalObjectIdentifier","documentType","entryDate","issn","language","languageOfSummary","pages","placeOfPublication","pubtitle","year","startPage","Database"
"VA028",1862-12-19,"http://search.proquest.com/docview/91717777","THE FACTS CONCERNING FREDERICKSBURGH","The country will be gratified to learn that the Congressional Committee on the Conduct of the War were yesterday ""directed to inquire into the facts relative to the recent battle at Fredericksburgh, Virginia, and particularly as to what officer or officers ...",91717777,"Historical Newspapers",""," Copyright New York Times Company Dec 19, 1862"," 90527163 , 1524372 , 113715"," article",1862-12-19,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-19,"http://search.proquest.com/docview/91685275","CASUALTIES AT FREDERICKSBURGH.","",91685275,"Historical Newspapers",""," Copyright New York Times Company Dec 19, 1862"," 90527196 , 1524372 , 113715"," article",1862-12-19,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1862,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-18,"http://search.proquest.com/docview/91657200","Movements of the Left Wing--How the Evacuation was Conducted.","After the severe battle of Saturday, our Generals became convinced that it would be next to an impossibility to dislodge the rebels from their strong position, and the question now arose, not how we should advance, but how we could successfully regain our former position. A bold front was decided upon, and",91657200,"Historical Newspapers",""," Copyright New York Times Company Dec 18, 1862"," 90526738-1 , 1524368 , 113715"," front_page",1862-12-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-18,"http://search.proquest.com/docview/91647212","FROM THE ARMY OF THE POTOMAC","",91647212,"Historical Newspapers",""," Copyright New York Times Company Dec 18, 1862"," 90526734-1 , 1524368 , 113715"," front_page",1862-12-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-18,"http://search.proquest.com/docview/91645182","OUR SPECIAL ARMY CORRESPONDENCE.","The whole country will experience a sense of relief at the announcement that the Union Army has been successfully withdrawn from its position before the rebel Malakoff at Fredericksburgh, to the north bank of the Rappahannock; that the sick and wounded have been safely removed; the entire materiel of the army saved, and the forces placed in a",91645182,"Historical Newspapers",""," Copyright New York Times Company Dec 18, 1862"," 90526737 , 1524368 , 113715"," front_page",1862-12-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-18,"http://search.proquest.com/docview/91652228","GEN. BURNSIDE'S SUNDAY DISPATCH.","",91652228,"Historical Newspapers",""," Copyright New York Times Company Dec 18, 1862"," 90526735 , 1524368 , 113715"," front_page",1862-12-18,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-18,"http://search.proquest.com/docview/91647435","THE COURT-MARTIAL OF GEN. PORTER.","All the members of the Court were present this morning. Testimony of Gen. McDowell resumed--Q.--By Judge Holt--From the extent of the ground occupied by Gen. Porter's corps, how many men had he at his disposal? How many do you suppose he had?",91647435,"Historical Newspapers"," From Our Own Correspondent.
From Our Own Correspondent."," Copyright New York Times Company Dec 18, 1862"," 90526743 , 1524368 , 113715"," front_page",1862-12-18,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1862,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-17,"http://search.proquest.com/docview/91694162","FROM THE ARMY OF THE POTOMAC.","During last night the Army of the Potomac evacuated their positions on the opposite side of the river.",91694162,"Historical Newspapers",""," Copyright New York Times Company Dec 17, 1862"," 90526204-1 , 1524363 , 113715"," front_page",1862-12-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-17,"http://search.proquest.com/docview/91685372","SPECIAL DISPATCH FROM WASHINGTON.","Sabbath with the Army of the Potomac passed with comparative quiet, and there was only occasional bring between pickets, and desultory shots from the enemy's batteries. The movement of the army on its withdrawal from Fredericsburgh to the north bank of the Rappahannock began at dark on Monday night, and was successfully accomplished",91685372,"Historical Newspapers",""," Copyright New York Times Company Dec 17, 1862"," 90526205 , 1524363 , 113715"," front_page",1862-12-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-17,"http://search.proquest.com/docview/91706057","THE BATTLE OF FREDERICKSBURG.","The battle of Fredericksburgh, which has been raging since 10 o'clock this morning, without a moment's pause, was closed by darkness to-night.",91706057,"Historical Newspapers",""," Copyright New York Times Company Dec 17, 1862"," 90526206-1 , 1524363 , 113715"," front_page",1862-12-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-16,"http://search.proquest.com/docview/91682051","THE OPERATIONS OF FRIDAY.","As I stated in my last letter, the National troops occupy the town of Fredericksburgh. During the preceding night FRANKLIN'S and a portion of SUMMER'S Grand Divisions passed over the river and bivouacked on the opposite bank.",91682051,"Historical Newspapers"," From Our Special Correspondent.
From Our Special Correspondent."," Copyright New York Times Company Dec 16, 1862"," 90526013 , 1524361 , 113715"," front_page",1862-12-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-16,"http://search.proquest.com/docview/91688960","GUNBOAT FIGHT ON THE RAPPAHANNOCK","On Wednesday evening, our gunboats at Port Royal, about twenty-seven miles from Fredericksburgh, were fired into by a rebel battery from the shore supposed to number twenty heavy guns.",91688960,"Historical Newspapers",""," Copyright New York Times Company Dec 16, 1862"," 90526012 , 1524361 , 113715"," front_page",1862-12-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-16,"http://search.proquest.com/docview/91643368","REBEL REPORTS FROM FREDERICKSBURGH.","Early yesterday morning intelligence was received in this city that the ball had opened in earnest at Fredericksburgh, and that, from the fight, there was little room to doubt a general engagement would ensue. Throughout the day anxiety was evinced to hear from the conflict, and as usual, rumors of every variety were most industriously circuiated. At an early hour yesterday morning the important rumor was buzzed in the streets that the long expected action at Fredericksburgh had at last commenced, and that we were engaged with the enemy in force. The authorities were, as usual, both costive and dilatory in giving out anything to gratify public curiosity; and it was intimated at the War Department, ... It is understood that the point at which the enemy effected a passage of the Rappahannock was at Deep Run, about two miles below Fredericksburgh. The Yankees are said to have secured a landing there on a low cape, and our guns were in a position to sweep their ranks on their reaching the table land extending toward Fredericksburgh.",91643368,"Historical Newspapers",""," Copyright New York Times Company Dec 16, 1862"," 90526019-1 , 1524361 , 113715"," front_page",1862-12-16,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-16,"http://search.proquest.com/docview/91700826","OUR FORCE ON THE RAPPAHANNOCK","",91700826,"Historical Newspapers",""," Copyright New York Times Company Dec 16, 1862"," 90526059-1 , 1524361 , 113715"," article",1862-12-16,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-16,"http://search.proquest.com/docview/91643437","The Non-Defence of the Rappahannock by Lee.","Much astonishment has been expressed in some quarters that LEE did not interpose a more serious resistance to BURNSIDE'S crossing of the Rappahannock. Save the covert efforts of a few hundred sharpshooters, and the occasional firing of a few batteries, he ...",91643437,"Historical Newspapers",""," Copyright New York Times Company Dec 16, 1862"," 90526057-1 , 1524361 , 113715"," article",1862-12-16,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-15,"http://search.proquest.com/docview/91652760","OUR SPECIAL ARMY CORRESPONDENCE.","Affairs are rapidly culminating here, and the crises of battle, the grandest-probably the most decisive--of the war, approaches space.",91652760,"Historical Newspapers"," CAMP OPPOSITE FREDERICKSBURGH,
CAMP OPPOSITE FREDERICKSBURGH,"," Copyright New York Times Company Dec 15, 1862"," 90525544 , 1524356 , 113715"," front_page",1862-12-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-15,"http://search.proquest.com/docview/91652701","IMPORTANT FROM VIRGINIA.","The great battle, so long anticipated between the two contending armies, is now progressing. Last night our troops wrere rapidly pushed across the river, and every preparation made for a battle. Gen. FRANKLIN's Division crossed two miles below the city, while Gen. SUMNER'S troops occupied a portion of the town. Gen. FRANKLIN's line was moved forward at sunrise, with his right resting on Fredericksburgh, his centre advanced a mile from the river, and his left resting on the river three miles below.",91652701,"Historical Newspapers"," HEADQUARTERS OF THE ARMY OF THE POTOMAC.FROM ANOTHER CORRESPONDENT.
HEADQUARTERS OF THE ARMY OF THE POTOMAC.FROM ANOTHER CORRESPONDENT."," Copyright New York Times Company Dec 15, 1862"," 90525541 , 1524356 , 113715"," front_page",1862-12-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-15,"http://search.proquest.com/docview/91662075","LIST OF CASUALITIES.","",91662075,"Historical Newspapers",""," Copyright New York Times Company Dec 15, 1862"," 90525545 , 1524356 , 113715"," front_page",1862-12-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-15,"http://search.proquest.com/docview/91646432","REBEL ACCOUNTS FROM FREDERICKSBURGH.","The Richmond Inquirer, of the 17th, has the following:",91646432,"Historical Newspapers",""," Copyright New York Times Company Dec 15, 1862"," 90525547 , 1524356 , 113715"," front_page",1862-12-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-15,"http://search.proquest.com/docview/91675535","THE LEFT GRAND DIVISION.","At sunset last evening the first troops of the left wing of the army crossed to this side of the Rappahannock. Gen. NEWTON'S Division came over, the seacond Rhode-lsland being in the advance and moving in "" double quick."" It was",91675535,"Historical Newspapers"," BERNARD'S PLANTATION,ONE MILE AND A HALF BELOW FREDERICKSBURGH,
BERNARD'S PLANTATION,ONE MILE AND A HALF BELOW FREDERICKSBURGH,"," Copyright New York Times Company Dec 15, 1862"," 90525546-1 , 1524356 , 113715"," front_page",1862-12-15,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-15,"http://search.proquest.com/docview/91665198","The Battle of Saturday.","The action of Saturday is evidently to be classed with the great battles of the war. The whole of the Richmond Rebel Army seems to have been in the field, though, we are sorry to say, it does not appear that it",91665198,"Historical Newspapers",""," Copyright New York Times Company Dec 15, 1862"," 90525568 , 1524356 , 113715"," article",1862-12-15,"0362-4331"," English"," English",4," New York, N.Y.","New York Times (1857-1922)",1862,4,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-14,"http://search.proquest.com/docview/91689667","A GREAT BATTLE.","The great battle, so long anticipated between the two contending armies, is now progressing.",91689667,"Historical Newspapers",""," Copyright New York Times Company Dec 14, 1862"," 90525139-1 , 1524352 , 113715"," front_page",1862-12-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-14,"http://search.proquest.com/docview/91677269","THE PREPARATIONS FOR ACTION.","The Army of the Potomac are on the move, and are about to cross the river to occupy Fredericksburgh. The council of Generals, which was held yesterday, fully acquiesced in the plan of now making the attack directly in front of and near the town, above and below. A series of ingenious moves and changes of the Union forces during the past week have had the effect to mislead the enemy, and to make the crossing here, instead of above or below, where the rebels evidently expected us, the most practicable mode of attack.",91677269,"Historical Newspapers",""," Copyright New York Times Company Dec 14, 1862"," 90525142 , 1524352 , 113715"," front_page",1862-12-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-14,"http://search.proquest.com/docview/91689556","OUR SPECIAL ARMY CORRESPONDENCE.","Much perseverance and powder have once more placed this rebellious city within our power But how marked the contrast between the Fredericksburgh of to-day and the Fredericksburgh which we occupied last April?",91689556,"Historical Newspapers",""," Copyright New York Times Company Dec 14, 1862"," 90525141 , 1524352 , 113715"," front_page",1862-12-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-13,"http://search.proquest.com/docview/91683011","FROM THE ARMY OF THE POTOMAC","After occupying the river-front of the city last night, we lost about one hundred men in killed and wounded, while driving the rebels through",91683011,"Historical Newspapers",""," Copyright New York Times Company Dec 13, 1862"," 90524815 , 1524349 , 113715"," front_page",1862-12-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA028",1862-12-13,"http://search.proquest.com/docview/91730398","THE OPERATIONS OF THURSDAY.","FREDBRICKSBURGH, Va., Thursday Night, Dec. 11, I localize this letter Fredericksburgh, but it is assuredly ""living"" Fredericksburgh ""no more."" A city soulless, rent by wrack of war, and shooting up in flames athwart night's sky, is the pretty little antique spot by the Rappahannock, erewhite the peculiar scene of dignified case and retirement.",91730398,"Historical Newspapers"," Telegraphic Dispatch Via Washington.
Telegraphic Dispatch Via Washington."," Copyright New York Times Company Dec 13, 1862"," 90524816-1 , 1524349 , 113715"," front_page",1862-12-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1862,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-20,"http://search.proquest.com/docview/91790460","FROM THE REBEL STATES.","Richmond papers of May 14, which have been transmitted to us by our correspondents, furnish us additional interesting extracts.",91790460,"Historical Newspapers"," From the Richmond Examiner.
From the Richmond Examiner."," Copyright New York Times Company May 20, 1863"," 78702512 , 1446092 , 113715"," front_page",1863-05-20,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-17,"http://search.proquest.com/docview/91753997","NEWS FROM FORTRESS MONROE.","",91753997,"Historical Newspapers",""," Copyright New York Times Company May 17, 1863"," 78702311 , 1446090 , 113715"," front_page",1863-05-17,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-14,"http://search.proquest.com/docview/91766970","The Irish Brigade.","Maj. John Hancock, Assistant Adjutant-General: I beg most respectfully to tender you, and through you to the proper authorities, my resignation as Brigadier-General Commanding what was once known as the Irish Brigade. That brigade no longer exists. The assault on the enemy's works on the 13th December last reduced it ...",91766970,"Historical Newspapers",""," Copyright New York Times Company May 14, 1863"," 79179753-1 , 1450882 , 113715"," front_page",1863-05-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-14,"http://search.proquest.com/docview/91771960","FROM THE RAPPAHANNOCK","",91771960,"Historical Newspapers",""," Copyright New York Times Company May 14, 1863"," 79179756-1 , 1450882 , 113715"," front_page",1863-05-14,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-14,"http://search.proquest.com/docview/91773392","Analysis of Hooker's Campaign.","The events of the week, since we last went to press, have made a revelation of the virulence and scope of faction, which goes far to account for the still prolongation of the war, and the want of unanimity and fixed purpose in the Government.",91773392,"Historical Newspapers",""," Copyright New York Times Company May 14, 1863"," 79179760-1 , 1450882 , 113715"," article",1863-05-14,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1863,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-13,"http://search.proquest.com/docview/91774324","THE BATTLE OF CHANCELLORSVILLE.","On Thursday, HOOKER'S right wing had reached a point near Spottsylvania Court-house, his left resting on the Rapidan at Ely's Ford, and his centre on Chancellorsville, ten miles southwest of Fredericksburgh.",91774324,"Historical Newspapers",""," Copyright New York Times Company May 13, 1863"," 78701997 , 1446087 , 113715"," front_page",1863-05-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-13,"http://search.proquest.com/docview/91808948","LATE REBEL REPORTS.","GENERAL ORDERS, NO. 59. With heartfelt gratification, the General commanding expresses to the army his sense of the heroic conduct displayed by officers and men, during the arduous operations in which they have just been engaged.",91808948,"Historical Newspapers",""," Copyright New York Times Company May 13, 1863"," 78701996 , 1446087 , 113715"," front_page",1863-05-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-13,"http://search.proquest.com/docview/91771354","NEWS FROM THE RICHMOND PAPERS.","Richmond papers of Saturday contain the following items. There is little in their editorials except favorable comments upon their most extravagant exaggerations of our losses, and the advantages gained thereby to the Confederate army.",91771354,"Historical Newspapers",""," Copyright New York Times Company May 13, 1863"," 78701994 , 1446087 , 113715"," front_page",1863-05-13,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-11,"http://search.proquest.com/docview/91785713","THE LATEST REBEL REPORTS.","The Chattanooga Rebel, of a late date, contains the following: RICHMOND, Tuesday, May 5.",91785713,"Historical Newspapers",""," Copyright New York Times Company May 11, 1863"," 78701801 , 1446085 , 113715"," front_page",1863-05-11,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-10,"http://search.proquest.com/docview/91804327","OUR SPECIAL ARMY CORRESPONDENCE","The letters which I have seen in the different papers of our late battles give a very imperfect account of our first advance upon the enemy. I will briefly narrate the positions of our various corps, when the attack was first commenced, at the different points around Fredericksburgh.",91804327,"Historical Newspapers",""," Copyright New York Times Company May 10, 1863"," 78701694 , 1446084 , 113715"," front_page",1863-05-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-10,"http://search.proquest.com/docview/91799229","GEN. HOOKER'S LATE MOVEMENT.","Mr. EMIL SCHALK, author of the remarkable work on the present war entitled Campaigns of 1862-3, has communicated the following opinion to the Philadelphia Press:",91799229,"Historical Newspapers",""," Copyright New York Times Company May 10, 1863"," 78701697-1 , 1446084 , 113715"," front_page",1863-05-10,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-09,"http://search.proquest.com/docview/91789375","FROM HOOKER'S ARMY.","The following dispatch from the Secretary of War has just been received by Gov. CURTIN:",91789375,"Historical Newspapers",""," Copyright New York Times Company May 9, 1863"," 79955872 , 1456189 , 113715"," front_page",1863-05-09,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-09,"http://search.proquest.com/docview/91767611","THE GREAT BATTLES IN VIRGINIA.","",91767611,"Historical Newspapers",""," Copyright New York Times Company May 9, 1863"," 79955883 , 1456189 , 113715"," article",1863-05-09,"0362-4331"," English"," English",2," New York, N.Y.","New York Times (1857-1922)",1863,2,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91794310","FROM HOOKER'S ARMY.","Our intelligence this morning puts beyond doubt the fact that Gen. HOOKER'S army has again retired to the north side of the Rappahannock. From various sources we collect the following facts in regard to the movement.",91794310,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701612-1 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91773373","THE NEWS IN WASHINGTON.","The news that HOOKER and his army had recrossed the Rappahannock, flashed through Washington about 5 o'clock this afternoon. The impression produced by it was profound.",91773373,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701615 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91782975","A SEMI-OFFICIAL STATEMENT.","Official information received last evening at the War Department authorizes us to state that Gen. HOOKER, after waiting in vain near Chancellorsville,...",91782975,"Historical Newspapers"," From the National Intelligencer of Yesterday.
From the National Intelligencer of Yesterday."," Copyright New York Times Company May 8, 1863"," 78701613 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91790550","ACCOUNTS FROM WASHINGTON PAPERS","STONEMAN'S force was divided into three columns, one of which, that moving in the direction of the Richmond and Fredericksburgh railroad, he commanded in person, though the havoc worked from Hanover Junction down to within five miles of Richmond, was made by a subdivision under the command of Col. DAVIS.",91790550,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701617 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91780559","Casualties at Chancellorsville.","",91780559,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701620 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91789679","OUR SPECIAL ARMY CORRESPONDENCE.","Yesterday two terrible battles were fought by the Sixth corps, Gen. SEDGWICK, resulting in fearful carnage on both sides. Owing to the sudden appearance of the enemy in rear, I was unable yesterday to complete my account of Sunday's operations, ...",91789679,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701618 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91790519","LATEST NEWS FROM THE ARMY.","It is ascertained from the front that the Army of the Potomac has arrived, with all its material, at their old camps at Falmouth.",91790519,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701614 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91789616","MOVEMENTS OF THE RIGHT.","There has been very little of interest transpiring to-day. A portion of the army has been engaged in constructing rifle-pits and abbatis in divers and various places. The larger part of the army has been resting after the severe labors of the last week.",91789616,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701619 , 1446083 , 113715"," front_page",1863-05-08,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91828086","IMPORTANT REBEL ACCOUNTS.","To PRESIDENT DAVIS: Yesterday, Gen. JACKSON penetrated to the rear of the enemy, and drove him from all his positions from the Wilderness to within one mile of Chancellorsville.",91828086,"Historical Newspapers"," Lee, R E
R
R E Lee
Lee
E
R E LEE"," Copyright New York Times Company May 8, 1863"," 78701671-1 , 1446083 , 113715"," article",1863-05-08,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1863,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-08,"http://search.proquest.com/docview/91814145","UNOFFICIAL DISPATCHES.","Yesterday Gen. JACKSON penetrated to the rear of the enemy, and drove him from his positions in the Wilderness to within one mile of Chancellorsville. He was engaged at the same time, in front, by two of LONGSTREET'S divisions.",91814145,"Historical Newspapers",""," Copyright New York Times Company May 8, 1863"," 78701672 , 1446083 , 113715"," article",1863-05-08,"0362-4331"," English"," English",8," New York, N.Y.","New York Times (1857-1922)",1863,8,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-07,"http://search.proquest.com/docview/91764070","ACCOUNTS FROM OTHERS SOURCES.","The steamer Hero, from Aquia Creek, has just arrived at the wharf, with between five and six hundred rebel prisoners taken by Gen. HOOKER'S forces ...",91764070,"Historical Newspapers",""," Copyright New York Times Company May 7, 1863"," 90118323 , 1523102 , 113715"," front_page",1863-05-07,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-07,"http://search.proquest.com/docview/91718420","HOOKER REINFORCED BY HEINTZELMAN.","",91718420,"Historical Newspapers",""," Copyright New York Times Company May 7, 1863"," 90118311 , 1523102 , 113715"," front_page",1863-05-07,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
"VA032",1863-05-07,"http://search.proquest.com/docview/91764920","BATTLES OF SATURDAY NIGHT AND SUNDAY.","Among the most notable scenes of the great battles of Saturday night and Sunday, was the artillery fights of Capt. BESt's guns, massed on the ridge ...",91764920,"Historical Newspapers",""," Copyright New York Times Company May 7, 1863"," 90118312 , 1523102 , 113715"," front_page",1863-05-07,"0362-4331"," English"," English",1," New York, N.Y.","New York Times (1857-1922)",1863,1,"ProQuest Historical Newspapers: The New York Times (1851-2009) with Index (1851-1993)"
